,DATE,HOUR,CURT TYPE,REASON,FUEL TYPE,CURTAILED MWH,CURTAILED MW
0,11/16,6,Economic,Local,WIND,0,6.0
1,11/16,8,Economic,Local,WIND,24,137.0
2,11/16,8,Economic,System,WIND,10,
3,11/16,9,Economic,Local,SOLR,58,172.0
4,11/16,10,Economic,Local,SOLR,0,3.0
5,11/16,10,Economic,Local,WIND,7,86.0
6,11/16,10,Economic,System,WIND,2,
7,11/16,11,Economic,Local,SOLR,3,36.0
8,11/16,11,Economic,Local,WIND,4,4.0
9,11/16,11,Economic,System,WIND,3,
10,11/16,12,Economic,System,WIND,3,41.0
11,11/16,13,Economic,System,SOLR,0,0.0
12,11/16,14,Economic,Local,WIND,20,49.0
13,11/16,14,Economic,System,SOLR,0,
14,11/16,14,Economic,System,WIND,3,3.0
